Notes,current_age,retirement_age,current_savings,savings_after_disability,additional_annual_savings,portfolio,annual_expenses_start_year,annual_expenses_length,annual_expenses_amount,age,portfolio_value_expected,portfolio_value_ub,portfolio_value_lb,income_expected,income_ub,income_lb
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES010,1,55,24000,31,-525642.232,-484726.1531,-565959.1662,-132968.1308,-82768.07474,-182181.764
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES010,1,55,24000,32,-567362.9984,-522147.3924,-612010.3484,-140119.4596,-86243.06406,-192866.0455
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES010,1,55,24000,33,-610429.3917,-560199.0683,-660927.1384,-147439.087,-89520.74797,-204038.6222
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES010,1,55,24000,34,-654543.0438,-598866.7533,-710414.2743,-154561.3218,-92680.49386,-216024.2251
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES010,1,55,24000,35,-700392.5342,-639002.9676,-761325.6793,-161414.9775,-95723.05802,-226595.055
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES010,1,55,24000,36,-747755.4492,-680677.6354,-815468.47,-168388.7028,-98824.82216,-237604.8766
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES010,1,55,24000,37,-796652.7919,-723924.0561,-868673.244,-175362.2455,-101285.6799,-249481.9708
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES010,1,55,24000,38,-847048.0083,-768432.4273,-926303.817,-181945.5159,-103786.105,-259869.8982
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES010,1,55,24000,39,-899143.4443,-813311.0504,-985669.1889,-189044.2784,-106509.1997,-271130.9381
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES010,1,55,24000,40,-952887.5912,-860337.4994,-1045573.818,-195892.8259,-108667.8707,-282566.647
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES010,1,55,24000,41,-1008254.658,-908076.4514,-1107777.566,-202605.7692,-111176.3482,-292553.5215
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES010,1,55,24000,42,-1066057.261,-956889.5556,-1174518.299,-209302.1505,-113096.4248,-303442.5211
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES010,1,55,24000,43,-1125681.925,-1008270.667,-1242252.006,-215740.0227,-115456.048,-314748.8843
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES010,1,55,24000,44,-1186993.268,-1060251.89,-1312047.767,-222110.1609,-117554.5175,-323632.4614
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES010,1,55,24000,45,-1250181.751,-1115139.659,-1386750.265,-228399.8732,-119658.6426,-336020.0141
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES010,1,55,24000,46,-1315331.067,-1169486.892,-1463185.833,-234948.0303,-121721.6408,-345524.992
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES010,1,55,24000,47,-1383165.381,-1226150.24,-1541475.242,-241611.9067,-124135.2449,-357461.037
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES010,1,55,24000,48,-1453257.216,-1283837.279,-1622498.435,-248173.139,-125641.9426,-366623.1619
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES010,1,55,24000,49,-1524669.348,-1345166.528,-1704958.136,-254410.5748,-127978.1186,-378325.6419
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES010,1,55,24000,50,-1599005.421,-1405605.448,-1791017.569,-261142.2187,-129342.3566,-388776.8879
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES010,1,55,24000,51,-1676351.581,-1472585.735,-1880622.31,-267566.4188,-131165.404,-397739.4503
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES010,1,55,24000,52,-1755559.096,-1537540.023,-1973131.443,-273939.0932,-132921.4355,-409183.576
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES010,1,55,24000,53,-1837374.744,-1606364.628,-2068122.654,-280357.7246,-134696.0894,-421858.8611
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES010,1,55,24000,54,-1922165.356,-1677253.432,-2164660.76,-286789.572,-136180.9498,-432111.7123
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES010,1,55,24000,55,-2009420.848,-1746477.133,-2267169.432,-292848.4997,-137712.2973,-442532.2985
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES010,1,55,24000,56,-2099866.575,-1819878.954,-2373071.86,-299419.3039,-138523.2916,-452939.2982
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES010,1,55,24000,57,-2193314.621,-1900226.508,-2483182.206,-305550.3283,-140096.2759,-462977.2405
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES010,1,55,24000,58,-2289316.801,-1978999.263,-2598225.711,-311563.2422,-141196.5279,-473542.9096
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES010,1,55,24000,59,-2387702.92,-2060267.148,-2713324.289,-317419.9301,-142530.5987,-483401.034
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES010,1,55,24000,60,-2490938.3,-2146765.239,-2833819.825,-323473.0166,-143555.2334,-494870.3602
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES010,1,55,24000,61,-2596895.259,-2233004.762,-2961754.549,-329869.417,-145501.2548,-503715.5835
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES010,1,55,24000,62,-2707945.183,-2322665.054,-3092007.81,-336561.2475,-146901.5798,-514531.9258
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES010,1,55,24000,63,-2821670.334,-2413968.734,-3229501.688,-342713.9836,-147748.9514,-527910.3762
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES010,1,55,24000,64,-2937321.807,-2505560.01,-3369686.33,-348268.0223,-148656.7998,-536264.5993
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES010,1,55,24000,65,-3056883.115,-2602340.823,-3514596.085,-354534.8633,-149884.6695,-547462.2454
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES020,1,55,24000,10,200000,200000,200000,82398.49033,82398.49033,82398.49033
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES020,1,55,24000,11,79095.21352,82573.30625,75636.3118,31825.55912,34865.75262,28791.86461
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES020,1,55,24000,12,57410.18341,61785.79118,52942.89717,22578.72994,25751.49188,19376.59375
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES020,1,55,24000,13,34950.63953,39815.59702,30006.38997,13445.30449,16138.44405,10714.6272
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES020,1,55,24000,14,11676.40877,16801.67697,6487.275297,4383.796357,6433.871495,2326.426759
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES020,1,55,24000,15,-12439.46096,-7142.052819,-17803.68852,-4572.322322,-2444.508473,-6718.345219
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES020,1,55,24000,16,-37428.89663,-31824.67498,-43109.13328,-13413.57009,-9948.014518,-16823.42454
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES020,1,55,24000,17,-63336.00359,-57090.06538,-69588.09403,-22161.99587,-16720.9766,-27576.14212
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES020,1,55,24000,18,-90214.21436,-83086.67816,-97434.20382,-30884.19592,-23082.88023,-38606.69692
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES020,1,55,24000,19,-118022.159,-109434.3063,-126724.8277,-39480.94959,-28971.56446,-49634.57383
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES020,1,55,24000,20,-146867.7991,-136594.0689,-157237.804,-47971.34309,-34656.0233,-61117.08173
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES020,1,55,24000,21,-176771.1872,-164265.4063,-189275.8814,-56371.86675,-40125.12129,-72465.54815
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES020,1,55,24000,22,-207634.4062,-192599.9847,-222772.9491,-64685.23077,-45397.85214,-83760.69836
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES020,1,55,24000,23,-239771.9167,-221839.1627,-257821.9685,-73029.82189,-50419.8744,-95629.60737
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES020,1,55,24000,24,-273130.1213,-251648.7725,-294571.1486,-81333.27071,-55248.96393,-107526.9996
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES020,1,55,24000,25,-307638.3658,-282551.776,-332704.6718,-89413.81835,-59953.04401,-119421.5582
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES020,1,55,24000,26,-343300.837,-314369.2368,-372789.2449,-97416.73942,-64305.75279,-131056.4957
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES020,1,55,24000,27,-380456.3917,-347514.5221,-413933.641,-105535.3948,-68565.28122,-142382.9392
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES020,1,55,24000,28,-418833.7381,-380661.1419,-456909.3678,-113328.3287,-72645.3254,-154103.1927
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES020,1,55,24000,29,-458684.902,-415202.4979,-501917.8448,-121244.7394,-76457.93602,-165635.3327
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES020,1,55,24000,30,-499958.242,-450544.1588,-549182.6618,-129131.5108,-80557.86324,-176361.1376
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES020,1,55,24000,31,-542603.3645,-487791.9571,-597736.271,-136981.122,-84083.52226,-188927.7632
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES020,1,55,24000,32,-586502.4687,-525158.4924,-647364.2447,-144686.9424,-87910.65862,-199986.5719
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES020,1,55,24000,33,-632421.3617,-565064.6069,-700413.5551,-152549.6942,-91433.40482,-212048.0128
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES020,1,55,24000,34,-679984.8676,-605357.0935,-754073.9727,-160315.4054,-94907.96646,-224413.2868
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES020,1,55,24000,35,-728995.0882,-647003.8145,-810976.6562,-167877.7891,-97760.6687,-236731.3965
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES020,1,55,24000,36,-780293.5638,-691028.2005,-870392.7857,-175720.6427,-100566.2231,-249561.0784
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES020,1,55,24000,37,-833344.0152,-734465.9138,-932423.8565,-183557.9025,-103093.3761,-262629.9813
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES020,1,55,24000,38,-888072.0238,-780015.2942,-996757.9938,-191016.0804,-106326.0682,-275148.6295
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES020,1,55,24000,39,-944898.7461,-826665.4309,-1063363.931,-198690.6496,-109393.067,-284774.2479
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES020,1,55,24000,40,-1004153.526,-876461.5202,-1133494.513,-206227.7326,-112665.6437,-297214.3163
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES020,1,55,24000,41,-1065405.829,-927385.0469,-1204468.429,-214215.597,-115318.0003,-309883.615
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES020,1,55,24000,42,-1128352.297,-977216.4237,-1278332.816,-221817.4228,-118538.124,-322283.7841
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES020,1,55,24000,43,-1193792.939,-1033430.3,-1355866.788,-229003.1369,-120887.462,-333033.5941
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES020,1,55,24000,44,-1262011.96,-1088216.47,-1437946.288,-236487.4861,-122513.9853,-346474.1567
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES020,1,55,24000,45,-1332335.123,-1144386.75,-1520474.353,-243964.5276,-125624.3421,-358909.7113
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES020,1,55,24000,46,-1405827.472,-1204062.47,-1609049.95,-251287.2944,-128536.4533,-369566.427
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES020,1,55,24000,47,-1481358.814,-1263317.357,-1700469.688,-259041.5545,-130330.6098,-383063.4566
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES020,1,55,24000,48,-1560012.783,-1326570.603,-1794108.935,-266635.5937,-132782.0155,-394486.1598
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES020,1,55,24000,49,-1641060.666,-1389520.475,-1889371.545,-273832.5588,-134754.5381,-407256.4059
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES020,1,55,24000,50,-1724932.506,-1455318.182,-1991195.709,-282030.041,-136740.8521,-422786.5818
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES020,1,55,24000,51,-1812553.595,-1526939.959,-2098209.864,-289524.9682,-139011.6959,-433946.0138
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES020,1,55,24000,52,-1903702.527,-1598254.558,-2210505.625,-296747.0395,-140318.3316,-445437.8527
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES020,1,55,24000,53,-1997881.194,-1672702.093,-2323666.357,-304700.2538,-142201.5464,-459073.7998
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES020,1,55,24000,54,-2095573.866,-1749921.483,-2442111.08,-312788.5556,-144696.2707,-470381.5345
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES020,1,55,24000,55,-2196168.565,-1827466.201,-2560698.728,-320486.1869,-146181.7701,-488042.3507
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES020,1,55,24000,56,-2299973.202,-1904887.327,-2681562.82,-327857.2521,-148436.5768,-501660.3746
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES020,1,55,24000,57,-2408454.641,-1989274.594,-2818127.078,-335521.8305,-149610.0479,-515232.3261
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES020,1,55,24000,58,-2521606.743,-2080075.948,-2959388.041,-343804.0316,-151530.2588,-527355.4303
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES020,1,55,24000,59,-2637745.172,-2172667.962,-3103349.125,-351326.6562,-153814.2246,-540621.9088
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES020,1,55,24000,60,-2758309.238,-2258754.773,-3249741.01,-358577.9326,-155171.2594,-551104.6236
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES020,1,55,24000,61,-2884615.669,-2359049.633,-3398628.296,-366204.089,-155709.194,-564626.9351
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES020,1,55,24000,62,-3014908.377,-2460220.136,-3561533.908,-373441.5732,-157507.1028,-577874.9173
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES020,1,55,24000,63,-3148596.628,-2561027.076,-3733667.216,-380491.3545,-159940.3736,-587178.5915
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES020,1,55,24000,64,-3287300.133,-2665350.587,-3901416.035,-388088.5726,-161308.8747,-600797.9097
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES020,1,55,24000,65,-3432989.012,-2778983.535,-4096058.739,-396224.2641,-163268.1334,-613302.3897
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES030,1,55,24000,10,200000,200000,200000,82398.49033,82398.49033,82398.49033
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES030,1,55,24000,11,79352.1473,83628.94791,75021.90744,31925.02885,35088.20999,28703.66417
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES030,1,55,24000,12,57930.65372,63469.19228,52326.66214,22780.9768,26255.9662,19319.98195
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES030,1,55,24000,13,35656.69604,41817.7997,29462.69957,13694.33349,16806.04876,10565.78026
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES030,1,55,24000,14,12470.25186,18921.51618,5868.109405,4682.455227,7211.916679,2130.740241
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES030,1,55,24000,15,-11628.14906,-4926.759041,-18438.63321,-4262.230275,-1703.762665,-6842.458415
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES030,1,55,24000,16,-36694.45568,-29547.85699,-43833.00073,-13146.72089,-9432.233631,-16869.48561
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES030,1,55,24000,17,-62746.05634,-54912.24231,-70695.36528,-21999.35684,-16419.59775,-27635.16674
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES030,1,55,24000,18,-89806.71252,-80801.03683,-98905.43622,-30804.08429,-22893.56862,-38538.8925
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES030,1,55,24000,19,-117940.0854,-107047.5986,-128670.7475,-39507.55725,-29017.94472,-49908.68636
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES030,1,55,24000,20,-147120.8251,-133998.9927,-160120.8177,-48197.37167,-34825.49682,-61329.6358
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES030,1,55,24000,21,-177569.8135,-161622.6918,-193537.4218,-56825.8641,-40497.21462,-72879.72797
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES030,1,55,24000,22,-209019.1347,-190018.0523,-228140.5751,-65363.79016,-45692.03823,-84970.89171
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES030,1,55,24000,23,-241938.8251,-219123.9921,-264496.0074,-73895.05545,-50866.80763,-96887.68857
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES030,1,55,24000,24,-276153.2987,-249268.1077,-303032.1838,-82413.81858,-55820.60031,-109133.1235
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES030,1,55,24000,25,-311649.1315,-279836.6778,-343763.4284,-90796.27871,-60506.96568,-120929.049
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES030,1,55,24000,26,-348308.8271,-311334.8379,-384811.7822,-99157.80387,-64973.69212,-132967.7339
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES030,1,55,24000,27,-386972.5025,-344090.0326,-430080.6941,-107564.3066,-69463.57382,-145707.7703
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES030,1,55,24000,28,-426881.3714,-377802.1184,-476118.9987,-115986.017,-73658.02891,-157591.5236
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES030,1,55,24000,29,-468511.8582,-413076.0511,-523937.319,-124366.1704,-77975.85947,-170025.9153
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES030,1,55,24000,30,-511583.7457,-448982.223,-574172.8335,-132632.0248,-81657.5965,-182426.2331
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES030,1,55,24000,31,-556189.273,-486005.355,-626159.9506,-140907.4124,-85818.67842,-194882.2768
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES030,1,55,24000,32,-602967.7977,-524930.3331,-681297.4305,-149361.414,-89018.73809,-207468.8644
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES030,1,55,24000,33,-651624.8164,-564953.066,-739300.3634,-157709.6835,-93124.18023,-219691.6235
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES030,1,55,24000,34,-701847.7992,-605366.0205,-799128.1379,-165972.2132,-96073.12739,-233026.4286
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES030,1,55,24000,35,-754136.6548,-647713.7094,-860353.3717,-174272.9102,-99754.79583,-245011.7017
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES030,1,55,24000,36,-808293.1917,-691519.426,-925595.7444,-182302.5353,-103366.2929,-259242.7486
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES030,1,55,24000,37,-864913.091,-735270.8083,-996115.3405,-190542.016,-106167.0711,-272139.8999
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES030,1,55,24000,38,-923815.1031,-782644.8369,-1063332.761,-198756.1627,-109402.8766,-284426.994
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES030,1,55,24000,39,-984676.214,-829376.5426,-1141175.739,-207023.3425,-112834.5456,-297889.6633
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES030,1,55,24000,40,-1048783.417,-881946.7669,-1218951.091,-215506.0652,-115263.8518,-311982.4407
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES030,1,55,24000,41,-1115731.157,-932019.9802,-1300207.031,-224090.9509,-118300.47,-325694.8249
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES030,1,55,24000,42,-1184949.207,-986326.2418,-1385525.284,-232452.3918,-121029.9048,-340070.1091
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES030,1,55,24000,43,-1256781.496,-1042531.18,-1473507.787,-240610.6884,-124120.3329,-351895.3757
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES030,1,55,24000,44,-1331189.103,-1100364.644,-1566690.382,-249016.7072,-127066.9369,-368124.1729
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES030,1,55,24000,45,-1408357.151,-1158268.223,-1658524.999,-257237.0553,-129805.2925,-381077.1296
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES030,1,55,24000,46,-1489421.534,-1217925.276,-1759250.503,-265682.3425,-132666.8667,-395103.5876
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES030,1,55,24000,47,-1572919.253,-1277348.388,-1865702.307,-274196.9628,-134987.4769,-409823.2455
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES030,1,55,24000,48,-1659569.981,-1340846.033,-1971692.012,-282492.5588,-137925.7081,-424572.4697
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES030,1,55,24000,49,-1751450.476,-1408896.026,-2084727.277,-291157.3704,-139707.6392,-436369.5383
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES030,1,55,24000,50,-1846129.206,-1479462.004,-2208329.787,-299521.4065,-142434.4939,-454749.2949
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES030,1,55,24000,51,-1943990.852,-1554365.545,-2331972.161,-308008.9394,-145062.6126,-466390.903
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES030,1,55,24000,52,-2045762.832,-1631844.61,-2460553.12,-316931.5981,-148043.0641,-480436.5678
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES030,1,55,24000,53,-2151626.987,-1708525.53,-2597627.628,-325767.5759,-149681.5953,-494957.2434
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES030,1,55,24000,54,-2262453.018,-1788618.3,-2742812.479,-334991.9354,-151222.5023,-509292.1042
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES030,1,55,24000,55,-2378026.158,-1868338.504,-2884242.276,-343573.8743,-154329.1641,-528174.6441
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES030,1,55,24000,56,-2496938.127,-1956826.227,-3035331.967,-352268.1886,-156373.1776,-539184.4754
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES030,1,55,24000,57,-2621129.281,-2045670.569,-3199568.908,-360942.8296,-158099.8354,-554691.7511
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES030,1,55,24000,58,-2750673.285,-2137698.796,-3366951.514,-369666.9003,-159558.1766,-570620.2438
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES030,1,55,24000,59,-2887252.605,-2234359.206,-3546188.905,-379079.9841,-162003.075,-587617.5638
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES030,1,55,24000,60,-3025852.291,-2333004.765,-3718036.666,-388126.5305,-163043.6623,-601988.7283
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES030,1,55,24000,61,-3170282.719,-2431464.052,-3904217.401,-397070.8534,-166023.5855,-613980.6484
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES030,1,55,24000,62,-3320311.081,-2536150.5,-4099736.196,-406246.3329,-167260.8344,-628054.3939
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES030,1,55,24000,63,-3473013.723,-2641564.772,-4299871.931,-414722.7053,-169366.8129,-641719.1818
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES030,1,55,24000,64,-3633719.198,-2755002.756,-4515994.728,-423795.9904,-171002.3937,-653557.9471
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES030,1,55,24000,65,-3802531.321,-2871544.185,-4735644.858,-433302.9803,-173189.5194,-672587.8709
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES040,1,55,24000,10,200000,200000,200000,82398.49033,82398.49033,82398.49033
disability case 1 - younger age,10,65,200000,100000,0,MPU_ES040,1,55,24000,11,79681.79603,85160.95301,74270.35944,32084.96874,35564.8396,28549.03171
